1262300753000,1262300753000,0,Check credit history,1262300753000
1262301365000,1262301365000,0,Appraise property,1262301365000
1262301698000,1262301698000,0,Asses loan risk,1262301698000
1262302634000,1262302634000,0,Assess eligibility,1262302634000
1262303372000,1262303372000,0,Reject application,1262303372000
1262324826915,1262300723000,0,Check application form completeness,1262300723000
1262329448250,1262303372000,0,Loan application rejected,1262303372000
1262357326000,1262357326000,1,Loan application received,1262357326000
1262359605000,1262359605000,1,Assess eligibility,1262359605000
1262360257000,1262360257000,1,Reject application,1262360257000
1262360257000,1262360257000,1,Loan application rejected,1262360257000
1262361193000,1262361193000,2,Loan application received,1262361193000
1262361533000,1262361533000,2,Check application form completeness,1262361533000
1262361978000,1262361978000,2,Return application back to applicant,1262361978000
1262362389000,1262362389000,2,Receive updated application,1262362389000
1262362650000,1262362650000,2,Check credit history,1262362650000
1262363927000,1262363927000,2,Asses loan risk,1262363927000
1262365002000,1262365002000,2,Assess eligibility,1262365002000
1262365646000,1262365646000,2,Prepare acceptance pack,1262365646000
1262367224000,1262367224000,2,Verify repayment agreement,1262367224000
1262378300666,1262358776000,1,Asses loan risk,1262358776000
1262381127622,1262367837000,2,Cancel application,1262367837000
1262381924036,1262362635000,2,Check application form completeness,1262362635000
1262383685717,1262367837000,2,Loan application cancelled,1262367837000
1262383905874,1262357598000,1,Check application form completeness,1262357598000
1262390321291,1262358007000,1,Appraise property,1262358007000
1262393603988,1262357628000,1,Check credit history,1262357628000
1262394805723,1262365956000,2,Check if home insurance quote is requested,1262365956000
1262394829288,1262363192000,2,Appraise property,1262363192000
1262398265713,1262366658000,2,Send acceptance pack with insurance,1262366658000
1262606565000,1262606565000,3,Loan application received,1262606565000
1262606859000,1262606859000,3,Check application form completeness,1262606859000
1262607448000,1262607448000,3,Appraise property,1262607448000
1262608568000,1262608568000,3,Assess eligibility,1262608568000
1262609189000,1262609189000,3,Prepare acceptance pack,1262609189000
1262609735000,1262609735000,3,Check if home insurance quote is requested,1262609735000
1262611314000,1262611314000,3,Cancel application,1262611314000
1262622178256,1262606958000,3,Check credit history,1262606958000
1262622358000,1262622358000,4,Check application form completeness,1262622358000
1262624650000,1262624650000,4,Asses loan risk,1262624650000
1262625917000,1262625917000,4,Reject application,1262625917000
1262626943059,1262610802000,3,Verify repayment agreement,1262610802000
1262633284478,1262621939000,4,Loan application received,1262621939000
1262634157352,1262610245000,3,Send acceptance pack,1262610245000
1262638011457,1262607663000,3,Asses loan risk,1262607663000
1262644907653,1262625229000,4,Assess eligibility,1262625229000
1262646354119,1262623953000,4,Check credit history,1262623953000
1262646909380,1262611314000,3,Loan application cancelled,1262611314000
1262647267428,1262625917000,4,Loan application rejected,1262625917000
1262651515773,1262623063000,4,Appraise property,1262623063000
1262771010000,1262771010000,5,Loan application received,1262771010000
1262773324000,1262773324000,5,Asses loan risk,1262773324000
1262774588000,1262774588000,5,Loan application rejected,1262774588000
1262784055767,1262772600000,5,Check credit history,1262772600000
1262787423000,1262787423000,6,Appraise property,1262787423000
1262788722000,1262788722000,6,Assess eligibility,1262788722000
1262789510000,1262789510000,6,Reject application,1262789510000
1262793483565,1262771357000,5,Check application form completeness,1262771357000
1262797417531,1262774136000,5,Assess eligibility,1262774136000
1262797854100,1262786868000,6,Check application form completeness,1262786868000
1262800192728,1262787308000,6,Check credit history,1262787308000
1262801455848,1262774588000,5,Reject application,1262774588000
1262805804292,1262786593000,6,Loan application received,1262786593000
1262807459772,1262771966000,5,Appraise property,1262771966000
1262810828895,1262789510000,6,Loan application rejected,1262789510000
1262812300974,1262788346000,6,Asses loan risk,1262788346000
1262858800000,1262858800000,7,Loan application received,1262858800000
1262859172000,1262859172000,7,Check application form completeness,1262859172000
1262859894000,1262859894000,7,Asses loan risk,1262859894000
1262860909000,1262860909000,7,Assess eligibility,1262860909000
1262862182000,1262862182000,7,Check if home insurance quote is requested,1262862182000
1262863039000,1262863039000,7,Verify repayment agreement,1262863039000
1262863595000,1262863595000,7,Approve application,1262863595000
1262884992873,1262859912000,7,Appraise property,1262859912000
1262886930694,1262862677000,7,Send acceptance pack,1262862677000
1262893644716,1262859177000,7,Check credit history,1262859177000
1262895266244,1262861467000,7,Prepare acceptance pack,1262861467000
1262897080487,1262863595000,7,Loan application approved,1262863595000
1262944733000,1262944733000,8,Loan application received,1262944733000
1262944969000,1262944969000,8,Check application form completeness,1262944969000
1262946190000,1262946190000,8,Asses loan risk,1262946190000
1262947020000,1262947020000,8,Assess eligibility,1262947020000
1262947693000,1262947693000,8,Loan application rejected,1262947693000
1262964875468,1262945122000,8,Check credit history,1262945122000
1262965091506,1262945690000,8,Appraise property,1262945690000
1262980508429,1262947693000,8,Reject application,1262947693000
1263206233000,1263206233000,9,Loan application received,1263206233000
1263209958000,1263209958000,9,Prepare acceptance pack,1263209958000
1263210612000,1263210612000,9,Check if home insurance quote is requested,1263210612000
1263211515000,1263211515000,9,Send acceptance pack,1263211515000
1263212796000,1263212796000,9,Approve application,1263212796000
1263219403000,1263219403000,10,Loan application received,1263219403000
1263219726000,1263219726000,10,Check application form completeness,1263219726000
1263220449000,1263220449000,10,Appraise property,1263220449000
1263221583000,1263221583000,10,Assess eligibility,1263221583000
1263222218000,1263222218000,10,Reject application,1263222218000
1263222218000,1263222218000,10,Loan application rejected,1263222218000
1263222886255,1263206654000,9,Check application form completeness,1263206654000
1263225744131,1263209185000,9,Assess eligibility,1263209185000
1263229246039,1263207506000,9,Check credit history,1263207506000
1263231943500,1263207135000,9,Appraise property,1263207135000
1263231999285,1263212796000,9,Loan application approved,1263212796000
1263236129602,1263212072000,9,Verify repayment agreement,1263212072000
1263240774171,1263208354000,9,Asses loan risk,1263208354000
1263241089215,1263219894000,10,Check credit history,1263219894000
1263242087462,1263220731000,10,Asses loan risk,1263220731000
1263289935000,1263289935000,11,Loan application received,1263289935000
1263290530000,1263290530000,11,Check credit history,1263290530000
1263291877000,1263291877000,11,Assess eligibility,1263291877000
1263304513536,1263291366000,11,Asses loan risk,1263291366000
1263304754000,1263304754000,12,Appraise property,1263304754000
1263305563000,1263305563000,12,Asses loan risk,1263305563000
1263306309000,1263306309000,12,Assess eligibility,1263306309000
1263306874000,1263306874000,12,Loan application rejected,1263306874000
1263316384919,1263292446000,11,Reject application,1263292446000
1263317113708,1263292446000,11,Loan application rejected,1263292446000
1263317947545,1263304108000,12,Check application form completeness,1263304108000
1263322861900,1263290202000,11,Check application form completeness,1263290202000
1263323970025,1263304442000,12,Check credit history,1263304442000
1263326036258,1263290948000,11,Appraise property,1263290948000
1263326293352,1263306874000,12,Reject application,1263306874000
1263337368859,1263303801000,12,Loan application received,1263303801000
1263386450000,1263386450000,13,Check application form completeness,1263386450000
1263387057000,1263387057000,13,Appraise property,1263387057000
1263388113000,1263388113000,13,Asses loan risk,1263388113000
1263414289857,1263389949000,13,Reject application,1263389949000
1263415454222,1263389949000,13,Loan application rejected,1263389949000
1263416190248,1263387736000,13,Check credit history,1263387736000
1263418497445,1263386190000,13,Loan application received,1263386190000
1263424845346,1263389124000,13,Assess eligibility,1263389124000
1263480398000,1263480398000,14,Check if home insurance quote is requested,1263480398000
1263480837000,1263480837000,14,Send acceptance pack,1263480837000
1263481483000,1263481483000,14,Verify repayment agreement,1263481483000
1263482133000,1263482133000,14,Loan application approved,1263482133000
1263489598154,1263476726000,14,Loan application received,1263476726000
1263496005471,1263479680000,14,Prepare acceptance pack,1263479680000
1263496264834,1263477193000,14,Check credit history,1263477193000
1263510134877,1263478041000,14,Asses loan risk,1263478041000
1263510299688,1263477008000,14,Check application form completeness,1263477008000
1263510379453,1263477654000,14,Appraise property,1263477654000
1263512016911,1263478846000,14,Assess eligibility,1263478846000
1263512044530,1263482133000,14,Approve application,1263482133000
1263559556000,1263559556000,15,Loan application received,1263559556000
1263560531000,1263560531000,15,Appraise property,1263560531000
1263562504000,1263562504000,15,Asses loan risk,1263562504000
1263563514000,1263563514000,15,Assess eligibility,1263563514000
1263564010000,1263564010000,15,Reject application,1263564010000
1263564010000,1263564010000,15,Loan application rejected,1263564010000
1263582945456,1263559816000,15,Check application form completeness,1263559816000
1263597481000,1263561552000,15,Check credit history,1263561552000
1263814944000,1263814944000,16,Loan application received,1263814944000
1263815815000,1263815815000,16,Appraise property,1263815815000
