3004646,register submission date request,1286618406000
6387102,set phase: phase permitting irrevocable,1388560646000
6387102,phase decision irrevocable,1388560657000
6387102,read publication date field,1388560657000
6630135,regular procedure without MER,1388562226000
6630135,create procedure confirmation,1388562228000
6630135,start WABOprocedure,1388562228000
6631123,regular procedure without MER,1388563725000
6631123,create procedure confirmation,1388563744000
6631123,start WABOprocedure,1388563744000
6633414,regular procedure without MER,1388564026000
6633414,create procedure confirmation,1388564031000
6633414,start WABOprocedure,1388564031000
6435150,procedure change,1388734026000
6435150,request complete,1388734030000
6435150,send letter in progress,1388734043000
6435150,phase application receptive,1388734043000
6435150,treat subcases content,1388734043000
6435150,completed subcases content,1388734125000
6435150,procedure change,1388734130000
6435150,article 34  WABO applies,1388734133000
6435150,assessment of content completed,1388734174000
6435150,phase advice known,1388734181000
6435150,grounds for refusal,1388734182000
6435150,ask stakeholders views,1388734184000
6435150,suspension ground applicable,1388734186000
6435150,coordination of application,1388734187000
6435150,by law,1388734187000
6435150,creating environmental permit decision,1388734187000
6435150,set decision status,1388734188000
6435150,decision date prior to decision,1388734193000
6435150,generating decision environmental permit,1388734193000
6435150,phase decision ready,1388735352000
6435150,record date of decision environmental permit,1388735352000
6435150,submit decision,1388735352000
6645702,register submission date request,1388741642000
6645702,OLO messaging active,1388741894000
6645702,send confirmation receipt,1388741894000
6645702,applicant is stakeholder,1388741894000
6645702,phase application received,1388741894000
6645702,send confirmation receipt,1388741905000
6645702,enter senddate acknowledgement,1388742254000
6645702,forward to the competent authority,1388742254000
6410506,start decision phase extension granted,1388742839000
6410506,create cover letter extend procedure term,1388742845000
6410506,phase procedure extended,1388742845000
6410506,enter senddate decision procedure term extension,1388742849000
6410506,start decision phase extension granted,1388742863000
6410506,enter senddate procedure term extension,1388742866000
6506745,procedure change,1388744416000
6506745,request complete,1388745147000
6506745,phase application receptive,1388745151000
6506745,treat subcases content,1388745151000
6506745,send letter in progress,1388745151000
6506745,completed subcases content,1388745153000
6506745,procedure change,1388745154000
6506745,article 34  WABO applies,1388745157000
6231152,enrich draft decision,1388745179000
6231152,phase draft decision ready,1388745190000
6231152,enter date draft decisionenvironmental permit,1388745191000
6231152,start decisionphase draft decision - permitting decided,1388745194000
6231152,phase draft decision made,1388745196000
6231152,open draft decision for inspection,1388745197000
6231152,suspension ground applicable,1388745204000
6231152,coordination of application,1388745208000
6231152,creating environmental permit decision,1388745208000
6231152,set decision status,1388745209000
6231152,decision date prior to decision,1388745213000
6231152,generating decision environmental permit,1388745213000
6231152,phase decision ready,1388745218000
6231152,submit decision,1388745218000
6231152,record date of decision environmental permit,1388745218000
6231152,set decision phase decision permitting decided,1388745221000
6231152,phase decision taken,1388745224000
6231152,register objection and appeal periods,1388745224000
6231152,date decision for inspection,1388745232000
6231152,set decision phase inspection of decision permitting,1388745235000
6231152,creating cover letter decision,1388745238000
6231152,transcript decision environmental permit to stakeholders,1388745243000
6231152,enter senddate decision environmental permit,1388745519000
6231152,start decision phase decision permitting sent,1388745522000
6231152,enter senddate decision,1388745523000
6231152,enter senddate decision environmental permit,1388745523000
6231152,phase decision sent,1388745524000
6506745,assessment of content completed,1388746775000
6506745,phase advice known,1388746777000
6506745,grounds for refusal,1388746777000
6506745,updated plan after review,1388746781000
6506745,term for submitting updated plan,1388746783000
6506745,create letter requesting updated plan,1388746791000
6506745,request updated plan,1388746795000
6604318,set decision phase decision permitting decided,1388747982000
6604318,register objection and appeal periods,1388747986000
6604318,phase decision taken,1388747986000
6604318,creating cover letter decision,1388747993000
6604318,transcript decision environmental permit to stakeholders,1388747997000
6604318,enter senddate decision environmental permit,1388748242000
6604318,start decision phase decision permitting sent,1388748245000
6604318,enter senddate decision environmental permit,1388748246000
6604318,phase decision sent,1388748247000
6604318,enter senddate decision,1388748247000
6534641,procedure change,1388750718000
6534641,request complete,1388750877000
6534641,phase application receptive,1388750879000
6534641,send letter in progress,1388750879000
6534641,treat subcases content,1388750879000
6534641,completed subcases content,1388750880000
6534641,procedure change,1388750881000
6534641,article 34  WABO applies,1388750884000
6534641,assessment of content completed,1388750885000
6534641,grounds for refusal,1388750886000
6534641,phase advice known,1388750886000
6534641,ask stakeholders views,1388750887000
6534641,suspension ground applicable,1388750890000
6534641,set decision status,1388750891000
6534641,coordination of application,1388750891000
6534641,creating environmental permit decision,1388750891000
6534641,by law,1388750891000
6534641,decision date prior to decision,1388750894000
6534641,generating decision environmental permit,1388750894000
6619416,regular procedure without MER,1388759691000
6619416,start WABOprocedure,1388759694000
6619416,create procedure confirmation,1388759694000
6616348,regular procedure without MER,1388760097000
6616348,start WABOprocedure,1388760131000
6616348,create procedure confirmation,1388760131000
6616348,create subcases completeness,1388760136000
6616348,treat subcases completeness,1388760144000
6616348,subcases completeness completed,1388760266000
6617324,regular procedure without MER,1388761864000
6617324,create procedure confirmation,1388761866000
6617324,start WABOprocedure,1388761866000
6617324,create subcases completeness,1388761872000
6617324,treat subcases completeness,1388761878000
6617324,subcases completeness completed,1388761904000
6506745,enter senddate updated plan,1388762677000
6506745,phase updated plan requested,1388762679000
6506745,updated plan received,1388762679000
6549637,set decision phase decision permitting decided,1388998450000
6549637,phase decision taken,1388998452000
6549637,register objection and appeal periods,1388998452000
6549637,creating cover letter decision,1388998458000
6549637,transcript decision environmental permit to stakeholders,1388998461000
6549637,enter senddate decision environmental permit,1388998583000
6549637,start decision phase decision permitting sent,1388998585000
6549637,enter senddate decision environmental permit,1388998587000
6549637,enter senddate decision,1388998587000
6549637,phase decision sent,1388998588000
6629610,regular procedure without MER,1388998688000
6629610,MER present,1388998736000
6629610,activities regular procedure,1388998740000
6629610,phased application,1388998746000
6629610,read field phased application,1388998746000
6629610,start WABOprocedure,1388998746000
6629610,create procedure confirmation,1388998749000
6629610,send procedure confirmation,1388998755000
6523970,set decision phase decision permitting decided,1388999283000
6523970,phase decision taken,1388999291000
6523970,register objection and appeal periods,1388999291000
6523970,creating cover letter decision,1388999296000
6523970,transcript decision environmental permit to stakeholders,1388999307000
6523970,enter senddate decision environmental permit,1388999646000
6523970,start decision phase decision permitting sent,1388999649000
6523970,enter senddate decision,1388999651000
6523970,phase decision sent,1388999651000
6523970,enter senddate decision environmental permit,1388999651000
6629610,publish,1389000201000
6629610,enter senddate procedure confirmation,1389000201000
6645702,regular procedure without MER,1389000494000
6645702,MER present,1389000498000
6645702,activities regular procedure,1389000501000
6645702,start WABOprocedure,1389000505000
6645702,phased application,1389000505000
6645702,read field phased application,1389000505000
6645702,create procedure confirmation,1389000508000
6645702,publish,1389000513000
6435150,set decision phase decision permitting decided,1389001888000
6435150,phase decision taken,1389001895000
6435150,register objection and appeal periods,1389001895000
6435150,creating cover letter decision,1389001907000
6435150,transcript decision environmental permit to stakeholders,1389001910000
6435150,enter senddate decision environmental permit,1389002608000
6435150,start decision phase decision permitting sent,1389002614000
6435150,enter senddate decision environmental permit,1389002616000
6435150,enter senddate decision,1389002617000
6435150,phase decision sent,1389002617000
6534641,phase decision ready,1389003685000
6534641,submit decision,1389003685000
6534641,record date of decision environmental permit,1389003686000
6534641,set decision phase decision permitting decided,1389003689000
6534641,phase decision taken,1389003690000
6534641,register objection and appeal periods,1389003691000
6534641,creating cover letter decision,1389003694000
6534641,transcript decision environmental permit to stakeholders,1389003697000
6534641,enter senddate decision environmental permit,1389005103000
6534641,start decision phase decision permitting sent,1389005104000
6534641,enter senddate decision,1389005106000
6534641,enter senddate decision environmental permit,1389005106000
6534641,phase decision sent,1389005107000
6651010,register submission date request,1389009309000
6651010,applicant is stakeholder,1389009372000
6651010,OLO messaging active,1389009372000
6651010,phase application received,1389009372000
6651010,send confirmation receipt,1389009372000
6651010,send confirmation receipt,1389009378000
6651010,enter senddate acknowledgement,1389009793000
6651010,forward to the competent authority,1389009794000
6286957,regular procedure without MER,1389086775000
6286957,MER present,1389086780000
6286957,activities regular procedure,1389086782000
6286957,phased application,1389086786000
6286957,read field phased application,1389086786000
6286957,start WABOprocedure,1389086786000
6286957,create procedure confirmation,1389086790000
6655681,register submission date request,1389089217000
6655681,phase application received,1389089945000
6655681,OLO messaging active,1389089945000
6655681,send confirmation receipt,1389089945000
6655681,applicant is stakeholder,1389089945000
6655681,send confirmation receipt,1389089948000
6655681,enter senddate acknowledgement,1389090156000
6655681,forward to the competent authority,1389090157000
6532599,decision date prior to decision,1389092948000
6532599,generating decision environmental permit,1389092948000
6532599,record date of decision environmental permit,1389093903000
6532599,phase decision ready,1389093903000
6532599,submit decision,1389093903000
6532599,set decision phase decision permitting decided,1389093973000
6532599,phase decision taken,1389093977000
6532599,register objection and appeal periods,1389093977000
6532599,creating cover letter decision,1389094062000
6629610,create subcases completeness,1389104620000
6629610,procedure change,1389104643000
6631712,regular procedure without MER,1389165449000
6631712,start WABOprocedure,1389165811000
6631712,create procedure confirmation,1389165811000
6631712,create subcases completeness,1389165815000
6631712,procedure change,1389165820000
6631712,request complete,1389165823000
6631712,treat subcases content,1389165849000
6631712,send letter in progress,1389165849000
6631712,phase application receptive,1389165849000
6631712,completed subcases content,1389165858000
6631712,procedure change,1389165860000
6631712,article 34  WABO applies,1389165863000
6631712,assessment of content completed,1389165866000
6631712,grounds for refusal,1389165868000
6631712,phase advice known,1389165868000
6631712,updated plan after review,1389165871000
6631712,term for submitting updated plan,1389165873000
6631712,create letter requesting updated plan,1389165876000
6631712,request updated plan,1389165880000
6631712,enter senddate updated plan,1389167333000
6661628,register submission date request,1389171001000
6661628,OLO messaging active,1389171348000
6661628,phase application received,1389171348000
6661628,applicant is stakeholder,1389171348000
6661628,send confirmation receipt,1389171348000
6661628,send confirmation receipt,1389171354000
6661628,forward to the competent authority,1389171525000
6661628,enter senddate acknowledgement,1389171525000
6631712,updated plan received,1389173596000
6631712,phase updated plan requested,1389173596000
6532599,transcript decision environmental permit to stakeholders,1389173921000
6532599,enter senddate decision environmental permit,1389174211000
6532599,start decision phase decision permitting sent,1389174224000
6532599,enter senddate decision environmental permit,1389174226000
6532599,enter senddate decision,1389174226000
6532599,phase decision sent,1389174227000
6662344,register submission date request,1389174550000
6662344,OLO messaging active,1389176590000
6662344,phase application received,1389176591000
6662344,send confirmation receipt,1389176591000
6662344,applicant is stakeholder,1389176591000
6662344,send confirmation receipt,1389176598000
6662344,enter senddate acknowledgement,1389176760000
6662344,forward to the competent authority,1389176760000
6665897,register submission date request,1389256753000
6513343,publish,1389257299000
6513343,create subcases completeness,1389257303000
6513343,procedure change,1389257308000
6513343,request complete,1389257310000
6513343,send letter in progress,1389257312000
6513343,treat subcases content,1389257312000
6513343,phase application receptive,1389257312000
6513343,completed subcases content,1389257313000
6665897,phase application received,1389257703000
6665897,OLO messaging active,1389257703000
6665897,send confirmation receipt,1389257704000
6665897,applicant is stakeholder,1389257704000
6513343,procedure change,1389257705000
6513343,article 34  WABO applies,1389257709000
6513343,assessment of content completed,1389257714000
6513343,grounds for refusal,1389257715000
6513343,phase advice known,1389257715000
6513343,create draft environtmental permit,1389257717000
6513343,set decision status,1389257718000
6665897,send confirmation receipt,1389257735000
6513343,generate draft decision environmental permit,1389257737000
6665897,enter senddate acknowledgement,1389258212000
6665897,forward to the competent authority,1389258212000
6258071,request complete,1389259729000
6258071,treat subcases content,1389259731000
6258071,phase application receptive,1389259731000
6258071,send letter in progress,1389259731000
6258071,completed subcases content,1389259733000
6258071,procedure change,1389259734000
6258071,create procedure confirmation,1389259738000
6258071,start WABOprocedure,1389259738000
6258071,article 34  WABO applies,1389259830000
6258071,assessment of content completed,1389259832000
6258071,phase advice known,1389259834000
6258071,grounds for refusal,1389259834000
6347160,procedure change,1389338696000
6347160,request complete,1389338699000
6347160,term for supplying missing data,1389338703000
6347160,create letter requesting missing data,1389338718000
6347160,retrieve missing data,1389338722000
